date,pages,words,links,links_per_page,words_per_page,targets,orphans,buffer_pages,buffer_links_per_page,schema_chars
2026-08-08,62,118130,356,5.74,1905,77,0,36,3.03,18410
2026-08-08,64,126195,374,5.84,5.84,1972,80,0,36,3.03,18410
